Entry Name,ID String Pointer,Pokemon 6 is shadow id,Pokemon 5 is shadow id,Pokemon 4 is shadow id,Pokemon 3 is shadow id,Pokemon 2 is shadow id,Pokemon 1 is shadow id,Trainer Class ID,Name ID,Model ID,Camera Effect ID,Pre Battle Text Id,Victory Text Id,Loss Text Id,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,AI Index,Unknown Values 1,Unknown Values 2,Unknown Values 3,Unknown Values 4,Unknown Values 2 1,Unknown Values 2 2,Unknown Values 2 3,Unknown Values 2 4
None  - 0,0x68686868,false,false,false,false,false,false,None (0),None (0x0),PKX Trainer Model (0),0 (0x0),None (0x0),None (0x0),None (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),Trainer AI (0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Quinn"  - 1,0x68686868,false,false,false,false,false,false,Beauty (34),"Quinn" (0x17A0),pkx_ippan_f_0101.fsys (37),0 (0x0),None (0x0),": I put everything I've[New Line]learned into that battle!" (0x5720),": Waaaah![New Line]I couldn't properly use everything I've[New Line]learned!" (0x5721),1 (0x1),2 (0x2),3 (0x3),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Gale"  - 2,0x68686868,false,false,false,false,false,false,Casual Dude (33),"Gale" (0x17A1),pkx_ippan_m_0101.fsys (38),0 (0x0),None (0x0),": That's it![New Line]We've won!" (0x5722),": Waaaah![New Line]You're making me lose confidence!" (0x5723),18 (0x12),6 (0x6),4 (0x4),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Davis"  - 3,0x68686868,false,false,false,false,false,false,Cool Trainer (20),"Davis" (0x17A2),pkx_trainer_m_0101.fsys (60),0 (0x0),None (0x0),": I feel like I just aced my[New Line]college entrance exam!" (0x5724),": I'm going to need[New Line]remedial lessons!" (0x5725),8 (0x8),48 (0x30),7 (0x7),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Brock"  - 4,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Brock" (0x19C9),pkx_worker_0101.fsys (63),0 (0x0),None (0x0),": Hoho![New Line]Not good enough yet!" (0x565B),": Hoho![New Line]Well done, my boy!" (0x565C),15 (0xF),477 (0x1DD),31 (0x1F),39 (0x27),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Brian"  - 5,0x68686868,false,false,false,false,false,false,Fun Old Man (21),"Brian" (0x19CA),pkx_jiji1_0101.fsys (39),0 (0x0),None (0x0),": No one can beat my[New Line]Shroomish!" (0x565D),": You're very good![New Line]You must be to beat my Shroomish!" (0x565E),11 (0xB),12 (0xC),215 (0xD7),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Faulkner"  - 6,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Faulkner" (0x19CB),pkx_rider_m_0101.fsys (49),0 (0x0),None (0x0),": Well done![New Line]Good job, Poochyena and Sunkern!" (0x565F),": Hm, hm.[New Line]A fine battle indeed!" (0x5660),9 (0x9),10 (0xA),252 (0xFC),13 (0xD),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Austin"  - 7,0x68686868,false,false,false,false,false,false,Casual Dude (33),"Austin" (0x19CC),pkx_ippan_m_0101.fsys (38),0 (0x0),None (0x0),": Didn't I tell you?[New Line]You should never let down your guard." (0x5661),": Well, I lost that rather[New Line]handily." (0x5662),16 (0x10),21 (0x15),20 (0x14),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Oriana"  - 8,0x68686868,false,false,false,false,false,false,Beauty (34),"Oriana" (0x19CD),pkx_ippan_f_0101.fsys (37),0 (0x0),None (0x0),": You need to refine your[New Line]strategy a lot more!" (0x5663),": Aww![New Line]You wrecked my strategy!" (0x5664),219 (0xDB),260 (0x104),261 (0x105),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Roxanne"  - 9,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Roxanne" (0x19CE),pkx_caster_a_0101.fsys (27),0 (0x0),None (0x0),": Oh, no.[New Line]You won't get much out of training[New Line]here if you're losing to me." (0x5665),": Good going!" (0x5666),14 (0xE),19 (0x13),272 (0x110),26 (0x1A),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Vander"  - 10,0x68686868,false,false,false,false,false,false,Area Leader (19),"Vander" (0x17A3),pkx_gyma_m_1101.fsys (33),0 (0x0),None (0x0),": That's it?[New Line]You're telling me that's the best you[New Line]can manage?" (0x5726),": Bravo!" (0x5727),196 (0xC4),71 (0x47),79 (0x4F),56 (0x38),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Khalid"  - 11,0x68686868,false,false,false,false,false,false,Chaser (26),"Khalid" (0x19CF),pkx_thief_m_0101.fsys (57),0 (0x0),None (0x0),": Are you serious?[New Line]You'd really lose here?" (0x5669),": Hah![New Line]My team's not good enough[New Line]for a battle!" (0x566A),22 (0x16),27 (0x1B),29 (0x1D),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Velma"  - 12,0x68686868,false,false,false,false,false,false,Chaser (26),"Velma" (0x19D0),pkx_thief_f_0101.fsys (55),0 (0x0),None (0x0),": My victory was assured[New Line]before the battle even started!" (0x566B),": I didn't foresee you[New Line]winning at all!" (0x566C),23 (0x17),24 (0x18),93 (0x5D),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Misty"  - 13,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Misty" (0x19D1),pkx_trainer_f_0101.fsys (59),0 (0x0),None (0x0),": Isn't it terrifying to[New Line]know that you can't get away from me?" (0x566D),": I let the win get away!" (0x566E),25 (0x19),30 (0x1E),122 (0x7A),323 (0x143),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Ed"  - 14,0x68686868,false,false,false,false,false,false,Researcher (30),"Ed" (0x19D2),pkx_research2_0101.fsys (48),0 (0x0),None (0x0),": What, you're finished[New Line]already?" (0x566F),": I'm not surprised you[New Line]won." (0x5670),288 (0x120),105 (0x69),299 (0x12B),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Merlin"  - 15,0x68686868,false,false,false,false,false,false,Hunter (27),"Merlin" (0x19D3),pkx_hunter_m_0101.fsys (36),0 (0x0),None (0x0),": Humph.[New Line]Didn't have the time to put up a feeble[New Line]struggle." (0x5671),": Oh, how infuriating![New Line]It makes me want to flail about!" (0x5672),140 (0x8C),315 (0x13B),322 (0x142),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Bugsy"  - 16,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Bugsy" (0x19D4),pkx_gyma_m_2101.fsys (34),0 (0x0),None (0x0),": When all's said and[New Line]done, Pokémon possessing both cute[New Line]and strong qualities are best." (0x5673),": Oh, but you know, you[New Line]haven't bested my Pokémon in terms[New Line]of cuteness!" (0x5674),32 (0x20),33 (0x21),324 (0x144),162 (0xA2),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Jack"  - 17,0x68686868,false,false,false,false,false,false,Rider (28),"Jack" (0x19D5),pkx_rider_m_0101.fsys (49),0 (0x0),None (0x0),": Good job!" (0x5675),": Good effort!" (0x5676),34 (0x22),325 (0x145),326 (0x146),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Ada"  - 18,0x68686868,false,false,false,false,false,false,Bodybuilder (35),"Ada" (0x19D6),pkx_niku_f_0101.fsys (44),0 (0x0),None (0x0),": Did you learn how[New Line]important defense is?" (0x5677),": Oh, no, no...[New Line]We're done for!" (0x5678),35 (0x23),37 (0x25),28 (0x1C),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Laslo"  - 19,0x68686868,false,false,false,false,false,false,Researcher (30),"Laslo" (0x19D7),pkx_research2_0101.fsys (48),0 (0x0),None (0x0),": Don't let this deter you.[New Line]Come back and train with us again!" (0x5679),": Well, well.[New Line]You're pretty strong." (0x567A),36 (0x24),38 (0x26),328 (0x148),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Brawly"  - 20,0x68686868,false,false,false,false,false,false,Area Leader (19),"Brawly" (0x19D8),pkx_niku_m_0101.fsys (45),0 (0x0),None (0x0),": Hmm...[New Line]Dropping out in just Area 2...[New Line]That's not much to cheer about." (0x567B),": I knew it.[New Line]This was too easy for you." (0x567C),40 (0x28),41 (0x29),42 (0x2A),154 (0x9A),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Emilio"  - 21,0x68686868,false,false,false,false,false,false,Sailor (32),"Emilio" (0x19D9),pkx_sailor2_0101.fsys (22),0 (0x0),None (0x0),": Heheh.[New Line]You weren't expecting this, were you?" (0x567D),": Whoops![New Line]Done like dinner!" (0x567E),43 (0x2B),329 (0x149),330 (0x14A),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Aurelius"  - 22,0x68686868,false,false,false,false,false,false,Navigator (31),"Aurelius" (0x19DA),pkx_sailor1_0101.fsys (50),0 (0x0),None (0x0),": You won't find any joy[New Line]in defeat!" (0x567F),": Oops![New Line]I end up with the loss!" (0x5680),44 (0x2C),45 (0x2D),331 (0x14B),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Lt. Surge"  - 23,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Lt. Surge" (0x19DB),pkx_ojisan1_0101.fsys (47),0 (0x0),None (0x0),": Winning is fun, isn't it?" (0x5681),": There's no fun in losing!" (0x5682),46 (0x2E),47 (0x2F),332 (0x14C),158 (0x9E),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Jeremiah"  - 24,0x68686868,false,false,false,false,false,false,Rider (28),"Jeremiah" (0x19DC),pkx_rider_m_0101.fsys (49),0 (0x0),None (0x0),": Tough Dark Pokémon[New Line]and Rock Pokémon give me the shivers!" (0x5683),": Oooarrgh![New Line]That's it for this guy!" (0x5684),49 (0x31),50 (0x32),333 (0x14D),0 (0x0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Laird"  - 25,0x68686868,false,false,false,false,false,false,Chaser (26),"Laird" (0x19DD),pkx_thief_m_0101.fsys (57),0 (0x0),None (0x0),": Three cheers for Grass[New Line]Pokémon!" (0x5685),": My pride and joy!" (0x5686),51 (0x33),174 (0xAE),334 (0x14E),337 (0x151),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Whitney"  - 26,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Whitney" (0x19DE),pkx_ippan_f_0101.fsys (37),0 (0x0),None (0x0),": Oh, yeah!" (0x5687),": How could you be so[New Line]cruel to knock out my adorable[New Line]Pokemon?" (0x5688),52 (0x34),53 (0x35),338 (0x152),335 (0x14F),336 (0x150),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Taichi"  - 27,0x68686868,false,false,false,false,false,false,Curmudgeon (22),"Taichi" (0x19DF),pkx_jiji2_0101.fsys (40),0 (0x0),None (0x0),": The path to higher[New Line]training will inevitably include defeats." (0x5689),": You've quite impressed[New Line]me, youngster." (0x568A),54 (0x36),55 (0x37),339 (0x153),344 (0x158),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Ernst"  - 28,0x68686868,false,false,false,false,false,false,Bodybuilder (35),"Ernst" (0x19E0),pkx_niku_m_0101.fsys (45),0 (0x0),None (0x0),": Well, that's that!" (0x568B),": Gah, close![New Line]It just didn't quite work!" (0x568C),57 (0x39),58 (0x3A),340 (0x154),343 (0x157),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Vlad"  - 29,0x68686868,false,false,false,false,false,false,Cool Trainer (20),"Vlad" (0x19E1),pkx_trainer_m_0101.fsys (60),0 (0x0),None (0x0),": Fufufu![New Line]Nice try. Thanks for coming!" (0x568D),": Oh, no, wait![New Line]Nope! Too late!" (0x568E),59 (0x3B),60 (0x3C),341 (0x155),327 (0x147),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Wattson"  - 30,0x68686868,false,false,false,false,false,false,Area Leader (19),"Wattson" (0x19E2),pkx_jiji1_0101.fsys (39),0 (0x0),None (0x0),": Oh, is that all?[New Line]I thought you'd do a little better than[New Line]that." (0x568F),": Hmmm![New Line]You are decent!" (0x5690),61 (0x3D),62 (0x3E),63 (0x3F),342 (0x156),441 (0x1B9),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Lidia"  - 31,0x68686868,false,false,false,false,false,false,Chaser (26),"Lidia" (0x19E3),pkx_thief_f_0101.fsys (55),0 (0x0),None (0x0),": Maybe Area 4 is out of[New Line]your league yet?" (0x5691),": Wait, you are strong!" (0x5692),64 (0x40),65 (0x41),345 (0x159),353 (0x161),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Kehlani"  - 32,0x68686868,false,false,false,false,false,false,Beauty (34),"Kehlani" (0x19E4),pkx_ippan_f_0101.fsys (37),0 (0x0),None (0x0),": It looks like the Psychic[New Line]type is a tough matchup for you." (0x5693),": You knew how to handle[New Line]Psychic Pokémon!" (0x5694),66 (0x42),346 (0x15A),347 (0x15B),352 (0x160),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Erika"  - 33,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Erika" (0x19E5),pkx_gym_f_1101.fsys (32),0 (0x0),None (0x0),": Maybe I should have[New Line]gone easier on you?" (0x5695),": I wish you wouldn't have[New Line]been so rough with me." (0x5696),67 (0x43),68 (0x44),348 (0x15C),442 (0x1BA),443 (0x1BB),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Vikki"  - 34,0x68686868,false,false,false,false,false,false,Matron (23),"Vikki" (0x19E6),pkx_baba1_0101.fsys (25),0 (0x0),None (0x0),": Fwofofofo!" (0x5697),": Urggggh![New Line]Darn! Darn! Darn!" (0x5698),69 (0x45),70 (0x46),349 (0x15D),444 (0x1BC),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Sandra"  - 35,0x68686868,false,false,false,false,false,false,Beauty (34),"Sandra" (0x19E7),pkx_ippan_f_0101.fsys (37),0 (0x0),None (0x0),": Mmm, hmm![New Line]What a great feeling!" (0x5699),": Aww, no![New Line]What a horrible feeling!" (0x569A),72 (0x48),73 (0x49),350 (0x15E),351 (0x15F),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Morty"  - 36,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Morty" (0x19E8),pkx_ippan_m_0101.fsys (38),0 (0x0),None (0x0),": Weak would be a good[New Line]word to describe your Pokémon." (0x569B),": My poor Grimer!" (0x569C),74 (0x4A),354 (0x162),355 (0x163),445 (0x1BD),446 (0x1BE),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Nessia"  - 37,0x68686868,false,false,false,false,false,false,Super Trainer (18),"Nessia" (0x19E9),pkx_gym_f_1101.fsys (32),0 (0x0),None (0x0),": The challenger fails![New Line]That sound right?" (0x569D),": Oh, I lost![New Line]I'll use my ninjutsu to get away![New Line]Just kidding!" (0x569E),75 (0x4B),76 (0x4C),356 (0x164),447 (0x1BF),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Siri"  - 38,0x68686868,false,false,false,false,false,false,Newscaster (38),"Siri" (0x19EA),pkx_caster_a_0101.fsys (27),0 (0x0),None (0x0),": Yay!" (0x569F),": Losing a battle like[New Line]this...[New Line]This won't do!" (0x56A0),77 (0x4D),78 (0x4E),357 (0x165),448 (0x1C0),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Leah"  - 39,0x68686868,false,false,false,false,false,false,Cool Trainer (20),"Leah" (0x19EB),pkx_trainer_f_0101.fsys (59),0 (0x0),None (0x0),": Learn from your losses!" (0x56A1),": Good battle!" (0x56A2),80 (0x50),81 (0x51),358 (0x166),449 (0x1C1),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Flannery"  - 40,0x68686868,false,false,false,false,false,false,Area Leader (19),"Flannery" (0x19EC),pkx_gym_f_0101.fsys (31),0 (0x0),None (0x0),": Is that it?[New Line]After all you did to get here?" (0x56A3),": Yes, yes![New Line]That's the way to do it!" (0x56A4),82 (0x52),83 (0x53),84 (0x54),359 (0x167),360 (0x168),0 (0x0),Trainer AI (1),33 (0x21),0 (0x0),0 (0x0),0 (0x0),80 (0x50),0 (0x0),0 (0x0),0 (0x0)
"Klaus"  - 41,0x68686868,false,false,false,false,false,false,Researcher (30),"Klaus" (0x19ED),pkx_research2_0101.fsys (48),0 (0x0),None (0x0),": You should make another[New Line]challenge when you've raised your[New Line]Pokémon some more." (0x56A5),": Good job![New Line]You've been raising your Pokémon[New Line]properly!" (0x56A6),85 (0x55),86 (0x56),362 (0x16A),363 (0x16B),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Aurora"  - 42,0x68686868,false,false,false,false,false,false,Bodybuilder (35),"Aurora" (0x19EE),pkx_niku_f_0101.fsys (44),0 (0x0),None (0x0),": I'm the winner by[New Line]infatuation!" (0x56A7),": Losing makes me weak in[New Line]my knees!" (0x56A8),87 (0x57),88 (0x58),89 (0x59),364 (0x16C),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Koga"  - 43,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Koga" (0x1A1E),pkx_thief_m_0101.fsys (57),0 (0x0),None (0x0),": Striking the right[New Line]balance![New Line]That's important!" (0x56A9),": I'm floored!" (0x56AA),90 (0x5A),91 (0x5B),92 (0x5C),365 (0x16D),361 (0x169),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Lucas"  - 44,0x68686868,false,false,false,false,false,false,Chaser (26),"Lucas" (0x19F0),pkx_thief_m_0101.fsys (57),0 (0x0),None (0x0),": Come again, all right?" (0x56AB),": Grr![New Line]You're a tough one!" (0x56AC),94 (0x5E),95 (0x5F),96 (0x60),366 (0x16E),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Max"  - 45,0x68686868,false,false,false,false,false,false,Hunter (27),"Max" (0x19F1),pkx_hunter_m_0101.fsys (36),0 (0x0),None (0x0),": Did you find that[New Line]electrifying?" (0x56AD),": You're so mean to win!" (0x56AE),97 (0x61),98 (0x62),367 (0x16F),368 (0x170),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Chuck"  - 46,0x68686868,false,false,false,false,false,false,Gym Leader (47),"Chuck" (0x19F2),pkx_niku_m_0101.fsys (45),0 (0x0),None (0x0),": You came here just so you[New Line]could lose?" (0x56AF),": Whew...[New Line]All right, I lost!" (0x56B0),99 (0x63),100 (0x64),101 (0x65),371 (0x173),370 (0x172),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Capri"  - 47,0x68686868,false,false,false,false,false,false,Chaser (26),"Capri" (0x19F3),pkx_thief_f_0101.fsys (55),0 (0x0),None (0x0),": Well, how about that?[New Line]Thanks for your effort. Do come again!" (0x56B1),": I expected this!" (0x56B2),102 (0x66),103 (0x67),104 (0x68),372 (0x174),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
"Raymund"  - 48,0x68686868,false,false,false,false,false,false,Sailor (32),"Raymund" (0x19F4),pkx_sailor2_0101.fsys (22),0 (0x0),None (0x0),": Maybe I didn't do the[New Line]right thing by going all out." (0x56B3),": Gwaaaah!" (0x56B4),106 (0x6A),107 (0x6B),108 (0x6C),373 (0x175),0 (0x0),0 (0x0),Trainer AI (1),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0),0 (0x0)
